p1_fighter,p2_fighter,referee,winner,event_date,p1_height,p1_weight,p1_reach,p1_stance,p1_SLpM,p1_Str. Acc.,p1_SApM,p1_Str. Def,p1_TD Avg.,p1_TD Acc.,p1_TD Def.,p1_Sub. Avg.,p2_height,p2_weight,p2_reach,p2_stance,p2_SLpM,p2_Str. Acc.,p2_SApM,p2_Str. Def,p2_TD Avg.,p2_TD Acc.,p2_TD Def.,p2_Sub. Avg.,p1_age_at_event,p2_age_at_event,height_diff,reach_diff,weight_diff,age_diff,slpm_diff,stracc_diff,sapm_diff,strdef_diff,tdavg_diff,tdacc_diff,tddef_diff,subavg_diff,p1_days_since_last_fight,p2_days_since_last_fight,days_since_last_fight_diff,p1_wins,p1_losses,p1_total,p2_wins,p2_losses,p2_total,win_diff,loss_diff,total_diff,p1_win_streak,p2_win_streak,p1_age_adjusted_SLpM,p2_age_adjusted_SLpM,p1_age_adjusted_Str. Acc.,p2_age_adjusted_Str. Acc.,p1_age_adjusted_SApM,p2_age_adjusted_SApM,p1_age_adjusted_Str. Def,p2_age_adjusted_Str. Def,p1_age_adjusted_TD Avg.,p2_age_adjusted_TD Avg.,p1_age_adjusted_TD Acc.,p2_age_adjusted_TD Acc.,p1_age_adjusted_TD Def.,p2_age_adjusted_TD Def.,p1_age_adjusted_Sub. Avg.,p2_age_adjusted_Sub. Avg.,p1_KD_EMA,p2_KD_EMA,p1_SIG_STR_PCT_EMA,p2_SIG_STR_PCT_EMA,p1_TD_PCT_EMA,p2_TD_PCT_EMA,p1_SUB_ATT_EMA,p2_SUB_ATT_EMA,p1_REV_EMA,p2_REV_EMA,p1_CTRL_EMA,p2_CTRL_EMA,p1_R1_KD_EMA,p2_R1_KD_EMA,p1_R1_SIG_STR_PCT_EMA,p2_R1_SIG_STR_PCT_EMA,p1_R1_TD_PCT_EMA,p2_R1_TD_PCT_EMA,p1_R1_SUB_ATT_EMA,p2_R1_SUB_ATT_EMA,p1_R1_REV_EMA,p2_R1_REV_EMA,p1_R1_CTRL_EMA,p2_R1_CTRL_EMA,p1_SIG_STR_PCT_DETAILED_EMA,p2_SIG_STR_PCT_DETAILED_EMA,p1_R1_SIG_STR_PCT_DETAILED_EMA,p2_R1_SIG_STR_PCT_DETAILED_EMA,p1_SIG_STR_LANDED_EMA,p2_SIG_STR_LANDED_EMA,p1_SIG_STR_ATTEMPTED_EMA,p2_SIG_STR_ATTEMPTED_EMA,p1_TOTAL_STR_LANDED_EMA,p2_TOTAL_STR_LANDED_EMA,p1_TOTAL_STR_ATTEMPTED_EMA,p2_TOTAL_STR_ATTEMPTED_EMA,p1_TD_LANDED_EMA,p2_TD_LANDED_EMA,p1_TD_ATTEMPTED_EMA,p2_TD_ATTEMPTED_EMA,p1_R1_SIG_STR_LANDED_EMA,p2_R1_SIG_STR_LANDED_EMA,p1_R1_SIG_STR_ATTEMPTED_EMA,p2_R1_SIG_STR_ATTEMPTED_EMA,p1_R1_TOTAL_STR_LANDED_EMA,p2_R1_TOTAL_STR_LANDED_EMA,p1_R1_TOTAL_STR_ATTEMPTED_EMA,p2_R1_TOTAL_STR_ATTEMPTED_EMA,p1_R1_TD_LANDED_EMA,p2_R1_TD_LANDED_EMA,p1_R1_TD_ATTEMPTED_EMA,p2_R1_TD_ATTEMPTED_EMA,p1_HEAD_LANDED_EMA,p2_HEAD_LANDED_EMA,p1_HEAD_ATTEMPTED_EMA,p2_HEAD_ATTEMPTED_EMA,p1_BODY_LANDED_EMA,p2_BODY_LANDED_EMA,p1_BODY_ATTEMPTED_EMA,p2_BODY_ATTEMPTED_EMA,p1_LEG_LANDED_EMA,p2_LEG_LANDED_EMA,p1_LEG_ATTEMPTED_EMA,p2_LEG_ATTEMPTED_EMA,p1_DISTANCE_LANDED_EMA,p2_DISTANCE_LANDED_EMA,p1_DISTANCE_ATTEMPTED_EMA,p2_DISTANCE_ATTEMPTED_EMA,p1_CLINCH_LANDED_EMA,p2_CLINCH_LANDED_EMA,p1_CLINCH_ATTEMPTED_EMA,p2_CLINCH_ATTEMPTED_EMA,p1_GROUND_LANDED_EMA,p2_GROUND_LANDED_EMA,p1_GROUND_ATTEMPTED_EMA,p2_GROUND_ATTEMPTED_EMA,p1_R1_HEAD_LANDED_EMA,p2_R1_HEAD_LANDED_EMA,p1_R1_HEAD_ATTEMPTED_EMA,p2_R1_HEAD_ATTEMPTED_EMA,p1_R1_BODY_LANDED_EMA,p2_R1_BODY_LANDED_EMA,p1_R1_BODY_ATTEMPTED_EMA,p2_R1_BODY_ATTEMPTED_EMA,p1_R1_LEG_LANDED_EMA,p2_R1_LEG_LANDED_EMA,p1_R1_LEG_ATTEMPTED_EMA,p2_R1_LEG_ATTEMPTED_EMA,p1_R1_DISTANCE_LANDED_EMA,p2_R1_DISTANCE_LANDED_EMA,p1_R1_DISTANCE_ATTEMPTED_EMA,p2_R1_DISTANCE_ATTEMPTED_EMA,p1_R1_CLINCH_LANDED_EMA,p2_R1_CLINCH_LANDED_EMA,p1_R1_CLINCH_ATTEMPTED_EMA,p2_R1_CLINCH_ATTEMPTED_EMA,p1_R1_GROUND_LANDED_EMA,p2_R1_GROUND_LANDED_EMA,p1_R1_GROUND_ATTEMPTED_EMA,p2_R1_GROUND_ATTEMPTED_EMA
Dustin Ortiz,Willie Gates,Mario Yamasaki,1,2015-08-08,65.0,125.0,65.0,Orthodox,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1,68.0,125.0,72.0,Orthodox,1.8,0.38,4.28,0.38,0.0,0.0,0.67,0.4,26.61738535249829,28.54483230663929,-3.0,-7.0,0.0,-1.9274469541410006,1.14,0.06,-2.1100000000000003,0.18000000000000005,3.01,0.36,-0.15000000000000002,-0.30000000000000004,259.0,27.0,232.0,3,2,5,1,1,2,2,1,3,0,1,0.11045412466570663,0.06305869940533282,0.016530549269697593,0.013312392096681374,0.08152566344373585,0.14993957414156917,0.02103888088870603,0.013312392096681374,0.11308398477679488,0.0,0.013524994857025302,0.0,0.019536103682369882,0.023471849223096107,0.003756943015840362,0.014013044312296184,0.0,1.0,0.3961290322580645,0.4766666666666666,0.28161290322580645,,0.0,0.3333333333333333,0.6451612903225806,0.0,217.3548387096774,17.0,0.0,1.0,0.5041935483870968,0.47,0.47733333333333333,,0.0,0.3333333333333333,0.12903225806451613,0.0,74.83870967741936,17.0,0.3961290322580645,0.4766666666666666,0.5041935483870968,0.47,39.12903225806452,20.0,112.45161290322581,47.0,77.25806451612904,23.666666666666668,153.70967741935485,50.666666666666664,2.064516129032258,0.0,7.838709677419355,0.0,14.870967741935484,17.0,38.41935483870968,37.666666666666664,26.419354838709676,18.666666666666668,50.70967741935484,39.333333333333336,0.5161290322580645,0.0,1.1290322580645162,0.0,24.516129032258064,13.0,90.58064516129032,36.666666666666664,13.193548387096774,4.666666666666667,19.258064516129032,5.333333333333333,1.4193548387096775,2.3333333333333335,2.6129032258064515,5.0,21.29032258064516,10.666666666666666,83.6774193548387,36.333333333333336,10.516129032258064,1.6666666666666667,18.806451612903224,2.3333333333333335,7.32258064516129,7.666666666666667,9.96774193548387,8.333333333333334,8.806451612903226,12.666666666666666,31.161290322580644,30.666666666666668,5.580645161290323,2.3333333333333335,6.741935483870968,3.0,0.4838709677419355,2.0,0.5161290322580645,4.0,8.67741935483871,9.333333333333334,31.677419354838708,29.0,3.7096774193548385,0.0,4.064516129032258,0.3333333333333333,2.4838709677419355,7.666666666666667,2.6774193548387095,8.333333333333334
Frankie Saenz,Sirwan Kakai,Herb Dean,1,2015-08-08,66.0,135.0,66.0,Orthodox,3.94,0.47,3.5,0.52,1.74,0.31,0.61,0.1,65.0,135.0,,Orthodox,3.57,0.41,4.63,0.62,4.0,0.42,0.83,0.0,34.98699520876112,25.845311430527037,1.0,,0.0,9.141683778234086,0.3700000000000001,0.06,-1.13,-0.09999999999999998,-2.26,-0.10999999999999999,-0.21999999999999997,0.1,167.0,42.0,125.0,2,0,2,1,0,1,1,0,1,2,1,0.11261327177400422,0.13812950211864408,0.013433562876594411,0.015863612288135594,0.10003717035761796,0.1791427436440678,0.01486266531027467,0.02398887711864407,0.04973276469207293,0.15476694915254238,0.00886043508881759,0.01625052966101695,0.01743504969089913,0.03211414194915254,0.0028582048673605133,0.0,0.0,1.0,0.47666666666666674,0.35,0.6833333333333332,0.5,0.0,0.0,0.6666666666666666,0.0,395.6666666666667,318.0,0.0,1.0,0.3233333333333333,0.5,1.0,0.25,0.0,0.0,0.6666666666666666,0.0,69.66666666666667,72.0,0.47666666666666674,0.35,0.3233333333333333,0.5,51.666666666666664,52.0,106.33333333333333,146.0,109.0,85.0,173.66666666666666,179.0,3.6666666666666665,5.0,5.666666666666667,10.0,10.666666666666666,28.0,32.333333333333336,56.0,20.666666666666668,42.0,43.0,70.0,1.0,1.0,1.0,4.0,21.0,48.0,61.666666666666664,139.0,9.666666666666666,4.0,20.0,7.0,21.0,0.0,24.666666666666668,0.0,12.666666666666666,32.0,49.0,118.0,21.666666666666668,17.0,27.0,25.0,17.333333333333332,3.0,30.333333333333332,3.0,4.666666666666667,25.0,21.666666666666668,53.0,2.3333333333333335,3.0,6.333333333333333,3.0,3.6666666666666665,0.0,4.333333333333333,0.0,6.333333333333333,12.0,23.666666666666668,35.0,1.0,13.0,1.6666666666666667,18.0,3.3333333333333335,3.0,7.0,3.0
Marlon Vera,Roman Salazar,Josh Ward,1,2015-08-08,68.0,135.0,70.0,Switch,4.27,0.49,5.37,0.5,0.51,0.39,0.72,0.8,67.0,135.0,,Orthodox,1.95,0.39,2.89,0.57,1.77,0.18,0.5,0.0,22.680355920602327,27.460643394934976,1.0,,0.0,-4.780287474332649,2.3199999999999994,0.09999999999999998,2.48,-0.06999999999999995,-1.26,0.21000000000000002,0.21999999999999997,0.8,266.0,161.0,105.0,0,1,1,0,2,2,0,-1,-1,0,0,0.18826865041042973,0.07101071784646061,0.021604599227426365,0.014202143569292123,0.23676877112506037,0.1052415254237288,0.02204550941574119,0.02075697906281156,0.022486419604056014,0.06445588235294117,0.017195497344278127,0.006554835493519441,0.03174553355866731,0.018207876370887336,0.035272815065185904,0.0,0.0,0.0,0.44,0.38000000000000006,1.0,0.3333333333333333,2.0,0.0,0.0,0.0,360.0,6.666666666666667,0.0,0.0,0.31,0.32666666666666666,,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.44,0.38000000000000006,0.31,0.32666666666666666,25.0,11.666666666666666,56.0,34.666666666666664,30.0,13.666666666666666,62.0,37.333333333333336,1.0,0.6666666666666666,1.0,2.0,5.0,6.333333333333333,16.0,24.0,8.0,6.333333333333333,19.0,24.0,0.0,0.0,0.0,1.3333333333333333,20.0,8.333333333333334,46.0,30.0,5.0,1.6666666666666667,10.0,3.0,0.0,1.6666666666666667,0.0,1.6666666666666667,7.0,10.0,26.0,32.333333333333336,2.0,1.6666666666666667,2.0,2.3333333333333335,16.0,0.0,28.0,0.0,4.0,3.6666666666666665,13.0,20.0,1.0,1.6666666666666667,3.0,3.0,0.0,1.0,0.0,1.0,1.0,5.333333333333333,11.0,22.333333333333332,0.0,1.0,0.0,1.6666666666666667,4.0,0.0,5.0,0.0
Anthony Christodoulou,Scott Holtzman,David Ferguson,0,2015-08-08,69.0,155.0,,Orthodox,2.19,0.26,5.9,0.45,0.0,0.0,0.4,0.0,69.0,155.0,69.0,Orthodox,4.32,0.47,3.66,0.55,1.88,0.56,0.67,0.2,28.024640657084188,31.854893908281998,0.0,,0.0,-3.83025325119781,-2.1300000000000003,-0.20999999999999996,2.24,-0.10000000000000003,-1.88,-0.56,-0.27,-0.2,196.0,,,0,1,1,0,0,0,0,1,1,0,0,0.07814551582649472,0.13561495487752473,0.009277549824150058,0.014754404813064032,0.21052901524032827,0.11489600343790289,0.016057297772567408,0.01726579286635153,0.0,0.059017619252256126,0.0,0.017579716373012467,0.014273153575615476,0.02103287494628277,0.0,0.006278470133218738,0.0,,0.23,,0.0,,0.0,,0.0,,0.0,,0.0,,0.23,,,,0.0,,0.0,,0.0,,0.23,,0.23,,9.0,,38.0,,9.0,,38.0,,0.0,,1.0,,8.0,,34.0,,8.0,,34.0,,0.0,,0.0,,6.0,,33.0,,0.0,,0.0,,3.0,,5.0,,9.0,,36.0,,0.0,,1.0,,0.0,,1.0,,5.0,,29.0,,0.0,,0.0,,3.0,,5.0,,8.0,,32.0,,0.0,,1.0,,0.0,,1.0,
Chris Camozzi,Tom Watson,John McCarthy,1,2015-08-08,74.0,185.0,75.0,Orthodox,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,73.0,185.0,73.0,Orthodox,4.01,0.44,4.41,0.5,0.15,0.07,0.43,0.0,28.71457905544148,33.07049965776865,1.0,2.0,0.0,-4.355920602327171,-0.43999999999999995,0.0,-1.4500000000000002,0.06000000000000005,0.12000000000000002,0.12,0.13999999999999996,0.5,112.0,189.0,-77.0,6,7,13,2,4,6,4,3,7,0,0,0.12432708810068648,0.12125610563788393,0.015323226544622424,0.013304909346800233,0.10308352402745993,0.1333514777713387,0.01950228832951945,0.015119215166818446,0.009402889016018306,0.004535764550045534,0.006616847826086956,0.0021166901233545827,0.019850543478260867,0.013002525043463864,0.017412757437070936,0.0,0.0,0.031746031746031744,0.5046648760835063,0.3217460317460317,0.0,0.0,0.12989866927115126,0.0,0.00024417043096081065,0.0,49.39445733121719,37.25396825396825,0.0,0.0,0.47140153827371506,0.3292063492063492,0.0,0.0,0.0,0.0,0.00024417043096081065,0.0,3.547308020998657,14.11111111111111,0.5046648760835063,0.3217460317460317,0.47140153827371506,0.3292063492063492,31.654498840190453,47.57142857142857,61.83262116957636,147.03174603174602,40.94652667561958,51.17460317460318,72.05188621657918,151.77777777777777,0.0,0.0,0.3910389451837383,1.0476190476190477,10.558906116469295,16.206349206349206,23.193382981320962,46.61904761904762,12.523501403979978,17.50793650793651,25.197533878647295,47.92063492063492,0.0,0.0,0.005493834696618239,0.015873015873015872,16.633988523989746,20.476190476190474,43.90550604321817,100.44444444444444,4.514100842387987,4.349206349206349,5.8218776706140885,17.206349206349206,10.506409473812722,22.746031746031747,12.10523745574411,29.38095238095238,26.72823831034062,42.19047619047619,55.65376632889757,137.6031746031746,3.5510926626785495,5.0,4.551703088755952,8.857142857142858,1.3751678671712855,0.38095238095238093,1.6271517519228422,0.5714285714285714,3.310828958613112,5.412698412698413,14.612379440849713,28.841269841269842,1.3782199975582956,1.8253968253968254,2.2302527163960444,6.2063492063492065,5.8698571602978875,8.968253968253968,6.350750824075204,11.571428571428571,9.628128433646685,14.492063492063492,21.75582956903919,43.285714285714285,0.9307776828226102,1.5873015873015872,1.4375534122817726,3.0793650793650795,0.0,0.12698412698412698,0.0,0.25396825396825395
Stefan Struve,Antonio Rodrigo Nogueira,Herb Dean,1,2015-08-01,83.0,265.0,84.0,Orthodox,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7,75.0,240.0,77.0,Orthodox,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4,27.449691991786448,39.162217659137575,8.0,7.0,25.0,-11.712525667351127,1.1700000000000002,0.04999999999999999,1.6400000000000001,-0.09000000000000002,-0.74,0.17000000000000004,0.19000000000000006,-0.7,231.0,477.0,-246.0,9,5,14,5,5,10,4,0,4,0,0,0.1136624775583483,0.04979289010067114,0.017122232196289645,0.010724622483221476,0.14717833632555355,0.06128355704697987,0.016757929383602634,0.014044148489932887,0.020400957510472773,0.033195260067114096,0.016757929383602634,0.0074050964765100665,0.020036654697785757,0.009192533557046979,0.061931478156792334,0.06128355704697987,0.03320515168162119,0.17204301075268819,0.39894263949475883,0.3655620723362659,0.9961977186311787,0.08985507246376813,0.3502411035829824,0.46529814271749753,0.2621009583104438,0.0801564027370479,33.603369346273574,71.74486803519062,0.0,0.039100684261974585,0.36003653683043,0.36809384164222875,0.8571428571428571,0.002070393374741201,0.0842336568394067,0.07038123167155426,0.2619788805469084,0.06256109481915934,23.117377769639262,37.78592375366569,0.39894263949475883,0.3655620723362659,0.36003653683043,0.36809384164222875,16.25343343709943,14.20039100684262,39.42165659525117,38.940371456500486,26.404077397302082,27.608015640273706,54.080632362815116,54.34115347018573,0.03198437404626747,0.13294232649071358,0.032106451809802844,0.7771260997067448,5.426478666910822,12.27565982404692,14.972776658731613,33.3900293255132,8.474760422389062,22.549364613880744,19.028688274430813,44.9169110459433,0.0007324665812122322,0.002932551319648094,0.0008545443447476042,0.635386119257087,10.95122993346762,13.090909090909092,33.22621009583104,37.027370478983386,2.974180553012269,0.7028347996089932,3.26484770798999,1.5063538611925709,2.3280229506195447,0.4066471163245357,2.930598791430141,0.4066471163245357,15.162668619910884,10.728250244379277,35.80070805102851,34.142717497556205,0.03723371787828847,2.8641251221896384,0.919123481657816,3.6832844574780057,1.0535310993102607,0.6080156402737048,2.7018250625648537,1.1143695014662756,2.4057864859915767,11.20234604105572,11.639443325398279,31.530791788856305,1.8607092718061404,0.6862170087976539,1.8842702801684672,1.4721407624633431,1.159982909113105,0.3870967741935484,1.449063053164866,0.3870967741935484,4.618934261124336,9.694037145650048,12.143868644326435,29.994134897360702,0.015748031496062992,2.3577712609970676,0.5157785509369468,3.167155425219941,0.791796374290423,0.2238514173998045,2.313129463468229,0.2287390029325513
Ronda Rousey,Bethe Correia,John McCarthy,1,2015-08-01,67.0,135.0,66.0,Orthodox,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8,65.0,135.0,64.0,Orthodox,4.37,0.43,4.93,0.56,0.39,0.18,0.85,0.0,28.49555099247091,32.10951403148528,2.0,2.0,0.0,-3.613963039014372,-0.20000000000000018,0.09000000000000002,-0.79,-0.12000000000000005,5.87,0.5,-0.35,4.8,154.0,336.0,-182.0,5,0,5,3,0,3,2,0,2,5,3,0.1463386337432744,0.1360967343110505,0.01824846272098386,0.013391669508867667,0.14528583781706378,0.15353704809004093,0.015441006917755573,0.01744031377899045,0.21968341660261337,0.01214593281036835,0.023863374327440432,0.00560581514324693,0.017546598770176787,0.026471904843110506,0.16844734819369714,0.0,0.12903225806451613,0.0,0.7413333333333334,0.5928571428571429,0.9545454545454546,0.25,0.7419354838709677,0.0,0.5161290322580645,0.5714285714285714,43.96774193548387,176.85714285714286,0.12903225806451613,0.0,0.7373333333333333,0.5685714285714286,0.9545454545454546,0.0,0.5483870967741935,0.0,0.5161290322580645,0.0,24.870967741935484,90.57142857142857,0.7413333333333334,0.5928571428571429,0.7373333333333333,0.5685714285714286,8.225806451612904,74.14285714285714,11.612903225806452,128.85714285714286,16.29032258064516,101.14285714285714,20.0,156.85714285714286,0.6774193548387096,0.14285714285714285,0.8064516129032258,0.5714285714285714,6.935483870967742,14.0,9.67741935483871,27.714285714285715,11.709677419354838,29.857142857142858,14.64516129032258,44.0,0.4838709677419355,0.0,0.5483870967741935,0.14285714285714285,5.612903225806452,46.857142857142854,8.806451612903226,91.85714285714286,1.8387096774193548,15.428571428571429,2.032258064516129,22.857142857142858,0.7741935483870968,11.857142857142858,0.7741935483870968,14.142857142857142,1.7741935483870968,57.285714285714285,4.290322580645161,105.28571428571429,2.967741935483871,16.285714285714285,3.6129032258064515,23.0,3.4838709677419355,0.5714285714285714,3.7096774193548385,0.5714285714285714,4.967741935483871,7.0,7.580645161290323,18.0,1.5161290322580645,1.8571428571428572,1.6451612903225807,3.7142857142857144,0.45161290322580644,5.142857142857143,0.45161290322580644,6.0,1.5161290322580645,11.857142857142858,3.4516129032258065,25.428571428571427,2.4516129032258065,1.5714285714285714,3.032258064516129,1.7142857142857142,2.967741935483871,0.5714285714285714,3.193548387096774,0.5714285714285714
Antonio Silva,Soa Palelei,John McCarthy,1,2015-08-01,76.0,264.0,82.0,Orthodox,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8,76.0,265.0,81.0,Orthodox,2.47,0.57,2.68,0.48,2.2,0.47,0.66,0.0,35.879534565366185,38.053388090349074,0.0,1.0,-1.0,-2.1738535249828885,0.41999999999999993,-0.11999999999999994,0.4099999999999997,0.020000000000000018,-1.3800000000000003,-0.18,0.0,0.8,160.0,267.0,-107.0,3,4,7,4,2,6,-1,2,1,0,1,0.08054731018695155,0.06490880638894886,0.01254196871423121,0.014978955320526656,0.08612151850438764,0.07042736887545867,0.013935520793590233,0.012613857112022448,0.022854254101487982,0.05781351176343622,0.008082602060282334,0.012351068422188647,0.01839488744753911,0.017344053529030866,0.022296833269744375,0.0,0.1732283464566929,0.0,0.39779527559055117,0.5253968253968253,0.0,0.33968253968253964,0.0,0.0,0.0,0.0,20.614173228346456,96.65079365079364,0.14173228346456693,0.0,0.40787401574803145,0.5663492063492064,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,2.094488188976378,48.82539682539682,0.39779527559055117,0.5253968253968253,0.40787401574803145,0.5663492063492064,15.204724409448819,17.634920634920636,30.251968503937007,35.95238095238095,21.11023622047244,41.73015873015873,37.44881889763779,64.36507936507937,0.0,0.8412698412698413,0.5669291338582677,4.142857142857143,4.05511811023622,6.380952380952381,8.236220472440944,11.603174603174603,5.299212598425197,16.126984126984127,9.511811023622048,21.349206349206348,0.0,0.2698412698412698,0.06299212598425197,2.0476190476190474,8.818897637795276,14.88888888888889,21.062992125984252,31.11111111111111,2.8503937007874014,1.0793650793650793,4.897637795275591,2.9206349206349205,3.5354330708661417,1.6666666666666667,4.291338582677166,1.9206349206349207,10.858267716535433,10.936507936507937,22.984251968503937,26.650793650793652,2.4881889763779528,1.2380952380952381,4.2204724409448815,1.9682539682539681,1.858267716535433,5.4603174603174605,3.047244094488189,7.333333333333333,1.3228346456692914,4.7936507936507935,3.5511811023622046,8.746031746031745,0.9606299212598425,0.4603174603174603,2.5984251968503935,1.7301587301587302,1.7716535433070866,1.126984126984127,2.0866141732283463,1.126984126984127,3.393700787401575,2.619047619047619,7.110236220472441,7.238095238095238,0.5984251968503937,1.0,0.9133858267716536,1.253968253968254,0.06299212598425197,2.761904761904762,0.2125984251968504,3.111111111111111
Glaico Franca Moreira,Fernando Bruno,Herb Dean,1,2015-08-01,72.0,155.0,77.0,Orthodox,2.35,0.42,3.46,0.47,2.68,0.42,0.76,0.3,66.0,145.0,,,1.75,0.39,1.78,0.48,2.02,0.22,0.56,0.5,24.421629021218344,33.43189596167009,6.0,,10.0,-9.010266940451743,0.6000000000000001,0.02999999999999997,1.68,-0.010000000000000009,0.6600000000000001,0.19999999999999998,0.19999999999999996,-0.2,,,,0,0,0,0,0,0,0,0,0,0,0,0.09622617713004486,0.05234522152157891,0.01719786995515695,0.0116655065105233,0.14167769058295965,0.05324256817623455,0.01924523542600897,0.014357546474490215,0.10973878923766818,0.06042134141347966,0.01719786995515695,0.006580542134141349,0.031119955156950676,0.016750470886905254,0.012284192825112108,0.014955777577593974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reginaldo Vieira,Dileno Lopes,Osiris Maia,1,2015-08-01,67.0,135.0,65.0,Orthodox,3.76,0.4,2.89,0.59,1.97,0.27,0.25,0.8,65.0,135.0,,,2.37,0.36,3.33,0.53,2.5,0.31,1.0,1.5,32.67898699520876,30.844626967830255,2.0,,0.0,1.834360027378505,1.3899999999999997,0.040000000000000036,-0.43999999999999995,0.05999999999999994,-0.53,-0.03999999999999998,-0.75,-0.7,,,,0,0,0,0,0,0,0,0,0,0,0,0.11505864611260054,0.07683672110775785,0.012240281501340483,0.01167140067459613,0.088436033847185,0.1079604562400142,0.01805441521447721,0.01718289543759986,0.06028338639410188,0.08105139357358424,0.008262190013404827,0.010050372803124444,0.007650175938337802,0.03242055742943369,0.024480563002680967,0.048630836144150535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iuri Alcantara,Leandro Issa,Osiris Maia,1,2015-08-01,69.0,135.0,71.0,Southpaw,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8,67.0,135.0,69.0,Orthodox,2.08,0.37,3.17,0.58,2.38,0.22,0.5,1.2,34.98973305954826,31.865845311430526,2.0,2.0,0.0,3.123887748117731,0.6400000000000001,0.08000000000000002,-0.3799999999999999,-0.08999999999999997,-0.94,0.4,0.09999999999999998,-0.3999999999999999,160.0,224.0,-64.0,6,4,10,2,1,3,4,3,7,0,2,0.07773708920187794,0.06527364893891228,0.012860915492957746,0.01161117793624882,0.07973767605633802,0.0994795515078615,0.014004107981220657,0.01820130595411977,0.041154929577464784,0.07468811753587078,0.017719483568075116,0.006903943637769568,0.01714788732394366,0.015690780994930837,0.022863849765258216,0.03765787438783401,0.187683284457478,0.0,0.5112023460410557,0.5157142857142858,0.5327708095781072,0.47714285714285715,0.0469208211143695,1.5714285714285714,0.06256109481915934,0.8571428571428571,84.37536656891496,307.14285714285717,0.12512218963831867,0.0,0.5728934506353861,0.5571428571428572,0.6701030927835051,0.42857142857142855,0.04105571847507331,0.14285714285714285,0.0,0.5714285714285714,42.18768328445748,124.0,0.5112023460410557,0.5157142857142858,0.5728934506353861,0.5571428571428572,26.441837732160312,29.285714285714285,50.60215053763441,68.57142857142857,46.925708699902245,55.42857142857143,72.8533724340176,99.85714285714286,1.6715542521994136,2.0,3.239491691104594,5.428571428571429,10.419354838709678,15.857142857142858,17.92179863147605,34.142857142857146,15.957966764418376,26.857142857142858,24.134897360703814,47.42857142857143,0.8533724340175953,0.8571428571428571,1.4164222873900294,2.0,15.319648093841643,14.0,36.28152492668622,50.714285714285715,9.981427174975561,1.2857142857142858,12.889540566959921,2.5714285714285716,1.1407624633431086,14.0,1.4310850439882699,15.285714285714286,17.87781036168133,20.571428571428573,39.72043010752688,57.285714285714285,3.4946236559139785,4.285714285714286,4.120234604105572,4.571428571428571,5.069403714565005,4.428571428571429,6.761485826001955,6.714285714285714,3.956989247311828,5.714285714285714,10.303030303030303,22.428571428571427,5.947214076246334,0.2857142857142857,6.96969696969697,0.5714285714285714,0.5151515151515151,9.857142857142858,0.6490713587487781,11.142857142857142,6.957966764418377,9.0,13.589442815249267,27.285714285714285,1.6177908113391983,4.142857142857143,1.6177908113391983,4.142857142857143,1.8435972629521016,2.7142857142857144,2.7145650048875853,2.7142857142857144
