p1_fighter,p2_fighter,referee,winner,event_date,p1_height,p1_weight,p1_reach,p1_stance,p1_SLpM,p1_Str. Acc.,p1_SApM,p1_Str. Def,p1_TD Avg.,p1_TD Acc.,p1_TD Def.,p1_Sub. Avg.,p2_height,p2_weight,p2_reach,p2_stance,p2_SLpM,p2_Str. Acc.,p2_SApM,p2_Str. Def,p2_TD Avg.,p2_TD Acc.,p2_TD Def.,p2_Sub. Avg.,p1_age_at_event,p2_age_at_event,height_diff,reach_diff,weight_diff,age_diff,slpm_diff,stracc_diff,sapm_diff,strdef_diff,tdavg_diff,tdacc_diff,tddef_diff,subavg_diff,p1_days_since_last_fight,p2_days_since_last_fight,days_since_last_fight_diff,p1_wins,p1_losses,p1_total,p2_wins,p2_losses,p2_total,win_diff,loss_diff,total_diff,p1_win_streak,p2_win_streak,p1_age_adjusted_SLpM,p2_age_adjusted_SLpM,p1_age_adjusted_Str. Acc.,p2_age_adjusted_Str. Acc.,p1_age_adjusted_SApM,p2_age_adjusted_SApM,p1_age_adjusted_Str. Def,p2_age_adjusted_Str. Def,p1_age_adjusted_TD Avg.,p2_age_adjusted_TD Avg.,p1_age_adjusted_TD Acc.,p2_age_adjusted_TD Acc.,p1_age_adjusted_TD Def.,p2_age_adjusted_TD Def.,p1_age_adjusted_Sub. Avg.,p2_age_adjusted_Sub. Avg.,p1_KD_EMA,p2_KD_EMA,p1_SIG_STR_PCT_EMA,p2_SIG_STR_PCT_EMA,p1_TD_PCT_EMA,p2_TD_PCT_EMA,p1_SUB_ATT_EMA,p2_SUB_ATT_EMA,p1_REV_EMA,p2_REV_EMA,p1_CTRL_EMA,p2_CTRL_EMA,p1_R1_KD_EMA,p2_R1_KD_EMA,p1_R1_SIG_STR_PCT_EMA,p2_R1_SIG_STR_PCT_EMA,p1_R1_TD_PCT_EMA,p2_R1_TD_PCT_EMA,p1_R1_SUB_ATT_EMA,p2_R1_SUB_ATT_EMA,p1_R1_REV_EMA,p2_R1_REV_EMA,p1_R1_CTRL_EMA,p2_R1_CTRL_EMA,p1_SIG_STR_PCT_DETAILED_EMA,p2_SIG_STR_PCT_DETAILED_EMA,p1_R1_SIG_STR_PCT_DETAILED_EMA,p2_R1_SIG_STR_PCT_DETAILED_EMA,p1_SIG_STR_LANDED_EMA,p2_SIG_STR_LANDED_EMA,p1_SIG_STR_ATTEMPTED_EMA,p2_SIG_STR_ATTEMPTED_EMA,p1_TOTAL_STR_LANDED_EMA,p2_TOTAL_STR_LANDED_EMA,p1_TOTAL_STR_ATTEMPTED_EMA,p2_TOTAL_STR_ATTEMPTED_EMA,p1_TD_LANDED_EMA,p2_TD_LANDED_EMA,p1_TD_ATTEMPTED_EMA,p2_TD_ATTEMPTED_EMA,p1_R1_SIG_STR_LANDED_EMA,p2_R1_SIG_STR_LANDED_EMA,p1_R1_SIG_STR_ATTEMPTED_EMA,p2_R1_SIG_STR_ATTEMPTED_EMA,p1_R1_TOTAL_STR_LANDED_EMA,p2_R1_TOTAL_STR_LANDED_EMA,p1_R1_TOTAL_STR_ATTEMPTED_EMA,p2_R1_TOTAL_STR_ATTEMPTED_EMA,p1_R1_TD_LANDED_EMA,p2_R1_TD_LANDED_EMA,p1_R1_TD_ATTEMPTED_EMA,p2_R1_TD_ATTEMPTED_EMA,p1_HEAD_LANDED_EMA,p2_HEAD_LANDED_EMA,p1_HEAD_ATTEMPTED_EMA,p2_HEAD_ATTEMPTED_EMA,p1_BODY_LANDED_EMA,p2_BODY_LANDED_EMA,p1_BODY_ATTEMPTED_EMA,p2_BODY_ATTEMPTED_EMA,p1_LEG_LANDED_EMA,p2_LEG_LANDED_EMA,p1_LEG_ATTEMPTED_EMA,p2_LEG_ATTEMPTED_EMA,p1_DISTANCE_LANDED_EMA,p2_DISTANCE_LANDED_EMA,p1_DISTANCE_ATTEMPTED_EMA,p2_DISTANCE_ATTEMPTED_EMA,p1_CLINCH_LANDED_EMA,p2_CLINCH_LANDED_EMA,p1_CLINCH_ATTEMPTED_EMA,p2_CLINCH_ATTEMPTED_EMA,p1_GROUND_LANDED_EMA,p2_GROUND_LANDED_EMA,p1_GROUND_ATTEMPTED_EMA,p2_GROUND_ATTEMPTED_EMA,p1_R1_HEAD_LANDED_EMA,p2_R1_HEAD_LANDED_EMA,p1_R1_HEAD_ATTEMPTED_EMA,p2_R1_HEAD_ATTEMPTED_EMA,p1_R1_BODY_LANDED_EMA,p2_R1_BODY_LANDED_EMA,p1_R1_BODY_ATTEMPTED_EMA,p2_R1_BODY_ATTEMPTED_EMA,p1_R1_LEG_LANDED_EMA,p2_R1_LEG_LANDED_EMA,p1_R1_LEG_ATTEMPTED_EMA,p2_R1_LEG_ATTEMPTED_EMA,p1_R1_DISTANCE_LANDED_EMA,p2_R1_DISTANCE_LANDED_EMA,p1_R1_DISTANCE_ATTEMPTED_EMA,p2_R1_DISTANCE_ATTEMPTED_EMA,p1_R1_CLINCH_LANDED_EMA,p2_R1_CLINCH_LANDED_EMA,p1_R1_CLINCH_ATTEMPTED_EMA,p2_R1_CLINCH_ATTEMPTED_EMA,p1_R1_GROUND_LANDED_EMA,p2_R1_GROUND_LANDED_EMA,p1_R1_GROUND_ATTEMPTED_EMA,p2_R1_GROUND_ATTEMPTED_EMA
Shane Campbell,Elias Silverio,Adam Cheadle,1,2015-08-23,72.0,155.0,71.0,Orthodox,3.99,0.59,3.19,0.55,1.36,0.28,0.82,0.0,71.0,155.0,73.0,Orthodox,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2,28.58590006844627,28.917180013689254,1.0,-2.0,0.0,-0.3312799452429829,0.3200000000000003,0.09999999999999998,0.21999999999999975,0.040000000000000036,-0.26,-0.09999999999999998,-0.030000000000000027,-0.2,120.0,246.0,-126.0,0,1,1,3,1,4,-3,0,-3,0,0,0.13957930274877883,0.12691417345199774,0.020639546020496117,0.016944944139367542,0.11159347763624172,0.10270711039575839,0.019240254764869263,0.017636574512402955,0.04757590269131309,0.05602206021586821,0.00979503878938799,0.013140977087672789,0.028685470740350535,0.029394290854004922,0.0,0.0069163037303541,0.0,0.13333333333333333,0.43,0.46799999999999997,0.0,0.9285714285714286,0.0,0.26666666666666666,0.0,0.0,34.0,119.33333333333333,0.0,0.13333333333333333,0.43,0.5173333333333334,0.0,1.0,0.0,0.0,0.0,0.0,34.0,28.4,0.43,0.46799999999999997,0.43,0.5173333333333334,25.0,61.266666666666666,57.0,132.13333333333333,25.0,74.53333333333333,57.0,147.73333333333332,0.0,0.8666666666666667,3.0,0.9333333333333333,25.0,23.466666666666665,57.0,45.666666666666664,25.0,26.666666666666668,57.0,49.4,0.0,0.13333333333333333,3.0,0.13333333333333333,5.0,25.466666666666665,28.0,78.93333333333334,7.0,16.933333333333334,14.0,28.0,13.0,18.866666666666667,15.0,25.2,24.0,49.733333333333334,54.0,115.46666666666667,1.0,8.066666666666666,3.0,11.666666666666666,0.0,3.466666666666667,0.0,5.0,5.0,8.6,28.0,24.466666666666665,7.0,5.6,14.0,9.4,13.0,9.266666666666667,15.0,11.8,24.0,19.933333333333334,54.0,40.6,1.0,2.6666666666666665,3.0,4.066666666666666,0.0,0.8666666666666667,0.0,1.0
Misha Cirkunov,Daniel Jolly,Jerin Valel,1,2015-08-23,75.0,205.0,77.0,Orthodox,3.86,0.51,3.06,0.57,4.15,0.39,0.76,1.7,73.0,205.0,75.0,Orthodox,1.32,0.46,3.39,0.44,2.83,0.33,0.5,0.0,28.484599589322382,30.967830253251197,2.0,2.0,0.0,-2.483230663928815,2.54,0.04999999999999999,-0.33000000000000007,0.12999999999999995,1.3200000000000003,0.06,0.26,1.7,,,,0,0,0,0,0,0,0,0,0,0,0,0.13551182237600923,0.04262487843691982,0.01790441176470588,0.014854124303775088,0.10742647058823529,0.10946843780390772,0.020010813148788924,0.014208292812306605,0.14569276239907727,0.09138515604279021,0.013691608996539793,0.010656219609229954,0.026681084198385236,0.01614578728671205,0.059681372549019604,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivier Aubin-Mercier,Tony Sims,Jerin Valel,1,2015-08-23,69.0,155.0,70.0,Southpaw,2.48,0.51,2.97,0.55,2.36,0.33,0.7,0.5,71.0,155.0,70.0,Southpaw,1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7,26.494182067077343,29.856262833675565,-2.0,0.0,0.0,-3.362080766598222,0.6699999999999999,-0.12,2.21,-0.09999999999999998,1.65,-0.16999999999999998,0.19999999999999996,-0.19999999999999996,120.0,57.0,63.0,2,1,3,1,0,1,1,1,2,2,1,0.09360545623643692,0.06062379642365887,0.019249509145396304,0.021101100412654745,0.11210008267024907,0.025455295735900964,0.02075927456856464,0.021770976616231088,0.08907615996693191,0.02378060522696011,0.012455564741138785,0.01674690508940853,0.026420894905445903,0.01674690508940853,0.018872067789604218,0.02344566712517194,0.5714285714285714,1.0,0.5571428571428572,0.52,0.26,0.0,0.8571428571428571,0.0,0.0,0.0,276.42857142857144,33.0,0.0,1.0,0.6500000000000001,0.52,0.20857142857142857,0.0,0.0,0.0,0.0,0.0,172.0,33.0,0.5571428571428572,0.52,0.6500000000000001,0.52,43.285714285714285,10.0,79.42857142857143,19.0,66.0,12.0,106.71428571428571,21.0,2.5714285714285716,0.0,11.285714285714286,1.0,15.0,10.0,24.428571428571427,19.0,31.0,12.0,43.285714285714285,21.0,1.4285714285714286,0.0,6.857142857142857,1.0,23.142857142857142,8.0,56.0,17.0,10.714285714285714,2.0,14.0,2.0,9.428571428571429,0.0,9.428571428571429,0.0,26.142857142857142,6.0,58.714285714285715,13.0,14.0,1.0,16.428571428571427,3.0,3.142857142857143,3.0,4.285714285714286,3.0,9.0,8.0,18.428571428571427,17.0,2.2857142857142856,2.0,2.2857142857142856,2.0,3.7142857142857144,0.0,3.7142857142857144,0.0,6.0,6.0,13.142857142857142,13.0,8.142857142857142,1.0,9.857142857142858,3.0,0.8571428571428571,3.0,1.4285714285714286,3.0
Jared Rosholt,Timothy Johnson,Herb Dean,1,2015-08-08,74.0,265.0,75.0,Orthodox,2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1,75.0,265.0,77.0,Southpaw,3.43,0.45,3.08,0.44,1.09,0.24,0.69,0.0,29.010266940451746,30.403832991101986,-1.0,-2.0,0.0,-1.3935660506502394,-1.35,0.010000000000000009,-1.56,0.14999999999999997,0.74,0.16999999999999998,-0.029999999999999916,0.1,147.0,126.0,21.0,4,1,5,1,0,1,3,1,4,1,1,0.07169875424688561,0.11281472309770373,0.015856455266138166,0.014800765420981538,0.05239524348810872,0.10130301665916253,0.020337627406568515,0.014471859522737504,0.06308111551528879,0.03585074290859973,0.014132927519818797,0.00789374155785682,0.022750566251415628,0.022694506978838357,0.0034470554926387315,0.0,0.0,0.0,0.5480645161290322,0.37,0.34695652173913044,0.5,0.0,0.0,0.0,0.0,331.2903225806452,57.0,0.0,0.0,0.516774193548387,0.37,0.08695652173913043,0.5,0.0,0.0,0.0,0.0,105.87096774193549,57.0,0.5480645161290322,0.37,0.516774193548387,0.37,25.06451612903226,22.0,45.645161290322584,59.0,61.45161290322581,33.0,87.2258064516129,72.0,1.3870967741935485,1.0,4.0,2.0,9.548387096774194,22.0,17.838709677419356,59.0,19.548387096774192,33.0,28.677419354838708,72.0,0.06451612903225806,1.0,1.0,2.0,17.322580645161292,14.0,36.806451612903224,44.0,4.741935483870968,1.0,5.67741935483871,6.0,3.0,7.0,3.161290322580645,9.0,6.741935483870968,3.0,19.870967741935484,29.0,9.03225806451613,8.0,12.096774193548388,12.0,9.290322580645162,11.0,13.67741935483871,18.0,6.258064516129032,14.0,14.35483870967742,44.0,1.935483870967742,1.0,2.096774193548387,6.0,1.3548387096774193,7.0,1.3870967741935485,9.0,2.4516129032258065,3.0,8.161290322580646,29.0,6.193548387096774,8.0,8.258064516129032,12.0,0.9032258064516129,11.0,1.4193548387096775,18.0
Michael Johnson,Beneil Dariush,Herb Dean,0,2015-08-08,70.0,155.0,73.0,Southpaw,4.28,0.39,3.79,0.58,0.58,0.38,0.81,0.0,70.0,155.0,72.0,Southpaw,3.78,0.49,2.61,0.57,2.12,0.38,0.82,0.8,29.177275838466805,26.255989048596852,0.0,1.0,0.0,2.921286789869953,0.5000000000000004,-0.09999999999999998,1.1800000000000002,0.010000000000000009,-1.54,0.0,-0.009999999999999898,-0.8,167.0,112.0,55.0,8,4,12,5,1,6,3,3,6,4,4,0.14668949985924745,0.14396715328467152,0.013366566575959464,0.018662408759124085,0.12989560852022144,0.09940589155370176,0.019878483625785866,0.02170933263816475,0.019878483625785866,0.08074348279457769,0.01302383409965281,0.01447288842544317,0.027761330580838888,0.031230969760166837,0.0,0.030469238790406673,0.2937728937728938,0.015873015873015872,0.2578949938949939,0.4933333333333333,0.7660208643815202,0.623225806451613,0.0,1.0952380952380953,0.002197802197802198,0.0,57.14481074481075,464.1746031746032,0.16092796092796094,0.015873015873015872,0.2702808302808303,0.43047619047619046,0.0019474196689386564,0.45161290322580644,0.0,0.2698412698412698,0.0,0.0,10.515018315018315,111.73015873015873,0.2578949938949939,0.4933333333333333,0.2702808302808303,0.43047619047619046,42.276923076923076,26.714285714285715,160.58021978021978,53.857142857142854,45.97118437118437,44.904761904761905,165.37631257631259,74.96825396825396,0.8776556776556776,1.7777777777777777,1.6358974358974359,3.2698412698412698,16.439072039072038,16.49206349206349,62.59023199023199,37.53968253968254,16.626862026862028,22.238095238095237,63.06715506715507,43.41269841269841,0.0004884004884004884,0.4444444444444444,0.5008547008547009,0.9841269841269841,24.783882783882785,15.047619047619047,125.94017094017094,36.523809523809526,7.3841269841269845,8.301587301587302,20.823687423687424,12.444444444444445,10.108913308913309,3.365079365079365,13.816361416361417,4.888888888888889,36.79413919413919,12.34920634920635,147.95067155067156,31.555555555555557,3.909157509157509,7.666666666666667,9.544566544566544,12.65079365079365,1.5736263736263736,6.698412698412699,3.084981684981685,9.65079365079365,8.827350427350428,8.825396825396826,47.964835164835165,25.793650793650794,3.129181929181929,5.0,8.07057387057387,7.555555555555555,4.482539682539683,2.6666666666666665,6.554822954822955,4.190476190476191,15.217826617826617,9.428571428571429,60.07765567765568,25.77777777777778,1.06007326007326,3.9206349206349205,2.0336996336996336,7.063492063492063,0.16117216117216118,3.142857142857143,0.4788766788766789,4.698412698412699
Glover Teixeira,Ovince Saint Preux,John McCarthy,1,2015-08-08,74.0,205.0,76.0,Orthodox,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,75.0,205.0,80.0,Southpaw,3.03,0.47,3.33,0.47,1.09,0.36,0.67,0.5,35.7782340862423,32.33401779603012,-1.0,-4.0,0.0,3.4442162902121822,0.7000000000000002,0.020000000000000018,1.0999999999999996,0.040000000000000036,1.0199999999999998,-0.02999999999999997,-0.07000000000000006,0.4,287.0,112.0,175.0,5,2,7,6,1,7,-1,1,0,0,2,0.1042533287419651,0.09370935647756137,0.013695477502295684,0.014535774767146483,0.12381829660238751,0.10298751058425062,0.01425447658402204,0.014535774767146483,0.05897440312213039,0.03371062658763759,0.009223484848484849,0.011133784928027093,0.016769972451790634,0.02072121083827265,0.02515495867768595,0.01546359017781541,0.1732283464566929,0.7559055118110236,0.2977952755905512,0.4707874015748031,0.22580645161290322,0.25806451612903225,0.08661417322834646,0.09448818897637795,0.5039370078740157,0.0,34.00787401574803,26.976377952755904,0.1732283464566929,0.7559055118110236,0.2625196850393701,0.4562992125984252,0.22580645161290322,0.08623376623376625,0.08661417322834646,0.031496062992125984,0.0,0.0,18.496062992125985,8.708661417322835,0.2977952755905512,0.4707874015748031,0.2625196850393701,0.4562992125984252,24.385826771653544,15.740157480314961,84.1259842519685,38.91338582677165,32.826771653543304,16.984251968503937,93.0,40.15748031496063,0.3937007874015748,0.4094488188976378,2.094488188976378,1.0551181102362204,8.527559055118111,12.811023622047244,27.653543307086615,29.480314960629922,11.960629921259843,13.299212598425196,31.440944881889763,29.968503937007874,0.23622047244094488,0.09448818897637795,0.9291338582677166,0.7322834645669292,17.055118110236222,11.503937007874017,71.32283464566929,31.929133858267715,7.299212598425197,3.7874015748031495,12.771653543307087,6.196850393700787,0.031496062992125984,0.44881889763779526,0.031496062992125984,0.7874015748031497,13.929133858267717,9.645669291338583,63.07086614173228,30.015748031496063,7.275590551181103,0.6456692913385826,16.511811023622048,2.047244094488189,3.1811023622047245,5.448818897637795,4.543307086614173,6.850393700787402,5.433070866141732,9.464566929133857,23.700787401574804,24.37007874015748,3.062992125984252,3.1338582677165356,3.921259842519685,4.897637795275591,0.031496062992125984,0.2125984251968504,0.031496062992125984,0.2125984251968504,4.858267716535433,7.283464566929134,22.64566929133858,21.52755905511811,1.2913385826771653,0.14173228346456693,1.6141732283464567,1.2913385826771653,2.377952755905512,5.3858267716535435,3.393700787401575,6.661417322834645
Derek Brunson,Sam Alvey,Mario Yamasaki,1,2015-08-08,73.0,185.0,77.0,Southpaw,3.51,0.47,3.05,0.51,3.14,0.33,0.85,0.6,74.0,185.0,75.0,Southpaw,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,31.592060232717316,29.256673511293634,-1.0,2.0,0.0,2.3353867214236814,0.22999999999999998,0.02999999999999997,-0.5800000000000001,-0.010000000000000009,3.08,0.19,0.030000000000000027,0.5,189.0,91.0,98.0,4,1,5,3,1,4,1,0,1,2,3,0.11110386515295953,0.11211117349803482,0.014877155732732473,0.0150393037619315,0.09654324464858308,0.12407425603593487,0.016143296646156515,0.01777372262773723,0.09939206170378717,0.002050814149354295,0.010445662535748333,0.004785233015160023,0.026905494410260855,0.028027793374508704,0.018992113701360603,0.0034180235822571592,0.5806451612903226,0.8,0.5119354838709678,0.6039999999999999,0.4107692307692308,,0.3548387096774194,0.0,0.0,0.0,207.1290322580645,4.933333333333334,0.5806451612903226,0.8,0.55,0.5926666666666667,0.48307692307692307,,0.3548387096774194,0.0,0.0,0.0,76.09677419354838,3.4,0.5119354838709678,0.6039999999999999,0.55,0.5926666666666667,15.064516129032258,11.6,33.483870967741936,21.2,40.70967741935484,12.6,61.74193548387097,22.2,1.5483870967741935,0.0,4.161290322580645,0.0,9.935483870967742,6.933333333333334,18.129032258064516,12.533333333333333,19.774193548387096,7.4,29.677419354838708,13.0,0.5483870967741935,0.0,1.8387096774193548,0.0,11.35483870967742,10.866666666666667,28.096774193548388,20.0,0.7741935483870968,0.6666666666666666,1.5161290322580645,1.1333333333333333,2.935483870967742,0.06666666666666667,3.870967741935484,0.06666666666666667,8.612903225806452,6.533333333333333,23.129032258064516,14.333333333333334,0.7096774193548387,2.6666666666666665,1.1612903225806452,4.4,5.741935483870968,2.4,9.193548387096774,2.466666666666667,8.096774193548388,6.733333333333333,15.838709677419354,12.266666666666667,0.5483870967741935,0.2,0.6774193548387096,0.26666666666666666,1.2903225806451613,0.0,1.6129032258064515,0.0,4.096774193548387,4.266666666666667,9.03225806451613,9.333333333333334,0.6451612903225806,0.26666666666666666,1.032258064516129,0.7333333333333333,5.193548387096774,2.4,8.064516129032258,2.466666666666667
Sara McMann,Amanda Nunes,John McCarthy,0,2015-08-08,66.0,135.0,66.0,Orthodox,2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5,68.0,135.0,69.0,Orthodox,4.55,0.51,2.62,0.57,2.73,0.54,0.82,0.7,34.86926762491444,27.189596167008897,-2.0,-3.0,0.0,7.679671457905545,-2.29,-0.04999999999999999,-0.7000000000000002,-0.09999999999999998,1.65,0.10999999999999999,-0.31999999999999995,-0.19999999999999996,189.0,140.0,49.0,2,2,4,3,1,4,-1,1,0,0,1,0.06481352072864321,0.16734341959520693,0.013192132537688443,0.018757174504078142,0.05506281407035176,0.09636038666800928,0.01347891802763819,0.020963900916322626,0.12561204459798994,0.10040605175712417,0.01864105684673367,0.019860537710200386,0.014339274497487437,0.030158594300674656,0.014339274497487437,0.02574514147618568,0.5333333333333333,0.5333333333333333,0.4413333333333334,0.7,0.5538461538461539,0.4742857142857143,0.0,0.0,0.0,0.0,342.6,78.8,0.5333333333333333,0.5333333333333333,0.484,0.7026666666666667,1.0,0.4742857142857143,0.0,0.0,0.0,0.0,230.06666666666666,78.8,0.4413333333333334,0.7,0.484,0.7026666666666667,30.533333333333335,16.4,80.6,27.6,47.2,22.8,100.46666666666667,35.666666666666664,2.0,0.5333333333333333,3.6,1.1333333333333333,13.2,16.133333333333333,32.06666666666667,27.066666666666666,25.333333333333332,21.733333333333334,47.13333333333333,34.333333333333336,0.4,0.5333333333333333,0.4,1.1333333333333333,21.0,11.8,66.66666666666667,21.866666666666667,6.6,0.8666666666666667,9.933333333333334,1.4666666666666666,2.933333333333333,3.7333333333333334,4.0,4.266666666666667,16.6,7.266666666666667,56.13333333333333,8.866666666666667,5.733333333333333,0.26666666666666666,7.2,0.8,8.2,8.866666666666667,17.266666666666666,17.933333333333334,12.2,11.8,30.4,21.6,1.0,0.6,1.6666666666666667,1.2,0.0,3.7333333333333334,0.0,4.266666666666667,4.066666666666666,7.266666666666667,13.466666666666667,8.6,0.9333333333333333,0.0,1.3333333333333333,0.5333333333333333,8.2,8.866666666666667,17.266666666666666,17.933333333333334
Ray Borg,Geane Herrera,Mario Yamasaki,1,2015-08-08,64.0,135.0,63.0,Orthodox,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,65.0,125.0,66.0,Orthodox,1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6,22.00958247775496,25.19917864476386,-1.0,-3.0,10.0,-3.189596167008901,0.010000000000000009,0.21000000000000002,-3.1400000000000006,-0.040000000000000036,3.06,0.13,0.08000000000000002,0.4,175.0,,,2,1,3,0,0,0,2,1,3,2,0,0.0690608284612514,0.05992258800521512,0.02362607289463864,0.012301988265971316,0.08768907824356263,0.20119703389830507,0.021808682671974125,0.02063559322033898,0.17674119915412365,0.0329375814863103,0.022717377783306382,0.014683018252933505,0.02089998756064187,0.015079856584093871,0.045434755566612764,0.0238102998696219,0.0,,0.6342857142857143,,0.8485714285714285,,3.142857142857143,,0.14285714285714285,,482.0,,0.0,,0.5857142857142856,,0.8571428571428571,,1.1428571428571428,,0.14285714285714285,,189.42857142857142,,0.6342857142857143,,0.5857142857142856,,13.142857142857142,,20.714285714285715,,30.428571428571427,,43.0,,3.857142857142857,,4.857142857142857,,3.142857142857143,,5.428571428571429,,7.857142857142857,,10.428571428571429,,2.2857142857142856,,2.857142857142857,,7.857142857142857,,15.0,,4.428571428571429,,4.714285714285714,,0.8571428571428571,,1.0,,2.4285714285714284,,6.285714285714286,,0.8571428571428571,,1.5714285714285714,,9.857142857142858,,12.857142857142858,,1.5714285714285714,,3.857142857142857,,1.2857142857142858,,1.2857142857142858,,0.2857142857142857,,0.2857142857142857,,1.1428571428571428,,2.0,,0.14285714285714285,,0.42857142857142855,,1.8571428571428572,,3.0,
Chris Dempsey,Jonathan Wilson,John McCarthy,0,2015-08-08,70.0,185.0,72.0,Orthodox,2.25,0.32,2.82,0.65,2.64,0.23,0.16,0.0,74.0,205.0,75.0,Southpaw,2.92,0.48,5.65,0.56,0.37,1.0,0.8,0.0,27.915126625598905,28.060232717316907,-4.0,-3.0,-20.0,-0.14510609171800226,-0.6699999999999999,-0.15999999999999998,-2.8300000000000005,0.08999999999999997,2.27,-0.77,-0.64,0.0,112.0,,,1,1,2,0,0,0,1,1,2,1,0,0.08060146135739506,0.10406185969362865,0.011463318948607297,0.01710605912771978,0.1010204982346018,0.2013525709825349,0.023284866614358572,0.019957068982339742,0.0945723813260102,0.01318592057761733,0.008239260494311495,0.03563762318274954,0.0057316594743036485,0.028510098546199632,0.0,0.0,0.0,,0.2733333333333334,,0.25,,0.0,,0.0,,131.33333333333334,,0.0,,0.22,,0.0,,0.0,,0.0,,34.0,,0.2733333333333334,,0.22,,29.666666666666668,,93.66666666666667,,43.666666666666664,,109.66666666666667,,2.0,,8.0,,7.666666666666667,,33.0,,11.0,,37.0,,0.0,,2.0,,25.0,,88.33333333333333,,4.0,,4.0,,0.6666666666666666,,1.3333333333333333,,22.0,,84.0,,4.333333333333333,,5.666666666666667,,3.3333333333333335,,4.0,,6.333333333333333,,31.666666666666668,,1.3333333333333333,,1.3333333333333333,,0.0,,0.0,,5.333333333333333,,30.666666666666668,,2.3333333333333335,,2.3333333333333335,,0.0,,0.0,
Uriah Hall,Oluwale Bamgbose,Herb Dean,1,2015-08-08,72.0,185.0,79.0,Orthodox,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1,71.0,185.0,78.0,Switch,2.45,0.48,2.7,0.55,0.94,0.33,0.37,0.0,31.019849418206707,28.01095140314853,1.0,1.0,0.0,3.008898015058179,0.7799999999999998,0.0,1.15,-0.010000000000000009,-0.3999999999999999,0.04999999999999999,0.27,0.1,77.0,,,3,3,6,0,0,0,3,3,6,0,0,0.10412687555163283,0.08746579024533281,0.015473962930273609,0.017136154823575406,0.12411407766990291,0.09639087088261168,0.01740820829655781,0.01963517740201349,0.01740820829655781,0.0335583031961685,0.012250220653133274,0.011781106441208094,0.020631950573698148,0.01320911934317271,0.0032237422771403353,0.0,0.31746031746031744,,0.563968253968254,,0.45860465116279064,,0.12698412698412698,,0.047619047619047616,,46.666666666666664,,0.31746031746031744,,0.5831746031746031,,0.7872727272727272,,0.0,,0.0,,13.682539682539682,,0.563968253968254,,0.5831746031746031,,37.301587301587304,,68.46031746031746,,42.142857142857146,,73.53968253968254,,0.7301587301587301,,1.9523809523809523,,21.238095238095237,,36.714285714285715,,23.38095238095238,,38.98412698412698,,0.15873015873015872,,0.23809523809523808,,15.571428571428571,,41.095238095238095,,10.11111111111111,,15.365079365079366,,11.619047619047619,,12.0,,32.53968253968254,,60.79365079365079,,1.8095238095238095,,3.3015873015873014,,2.9523809523809526,,4.365079365079365,,9.285714285714286,,22.3015873015873,,6.396825396825397,,8.53968253968254,,5.555555555555555,,5.873015873015873,,18.365079365079364,,32.317460317460316,,0.20634920634920634,,0.5238095238095238,,2.6666666666666665,,3.873015873015873,
